Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category,Search Locality
Kharghar-Taloja City welfare association,"shop no.3, plot no.25, SM Manzil, Sector 16, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"local_government_office, government_office, service, point_of_interest, establishment",19.074327699999998,73.0982918,localisy014544,ChIJkYAyWUPr5zsR0pyv4I-wQ8s,photos\localisy08341_1.jpg,,,,,Government Offices,Taloja
AYESHA CSC CENTER,"Shop No 02, Dream Villa, Plot No 118, near Little Genius School, Taloja Phase 1, Taloja Panchanand, Sector 10, Taloja, Navi Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Navi Mumbai,Maharashtra,410208,+91 83690 04575,5,2,"government_office, point_of_interest, establishment",19.077145599999998,73.0918734,localisy014545,ChIJf_hZgpTr5zsRVyIkbdbyBkw,photos\localisy08342_1.jpg,,,,,Government Offices,Taloja
Maha e seva kendra ( Noori enterprise ),"Shop no:-3, nexus height, plot no 10, Sector 19, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"local_government_office, government_office, point_of_interest, establishment",19.071434099999998,73.09526149999999,localisy014546,ChIJo0DILuzr5zsRllRBRuBJGu0,photos\localisy08343_1.jpg,,,,,Government Offices,Taloja
Government Hospital,"L-3/2, Chhatrapati Sambhaji Maharaj Rd, Phase 8, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,4.5,2,"government_office, point_of_interest, establishment",19.0667558,73.097095,localisy014547,ChIJS6ErSgDr5zsRSV0C4vgTTZU,photos\localisy08344_1.jpg,,,,,Government Offices,Taloja
Navde Station (out),"Plot 150, 2, opposite Shiv Shankar Corner, Navde, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,1,1,"government_office, point_of_interest, establishment",19.051399099999998,73.1040203,localisy014548,ChIJX3KqMgDp5zsR6COVMgkwpzk,photos\localisy08345_1.jpg,,,,,Government Offices,Taloja
TALOJA PHASE 2 MSEB OFFICE,"Sector 18, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,1.5,32,"government_office, point_of_interest, establishment",19.0726567,73.0957645,localisy014549,ChIJTf3WAgDr5zsRZZCO5Br5vPY,photos\localisy08346_1.jpg,,,,,Government Offices,Taloja
Mahanagar palika office PENDHAR,"3472+CQR, Pendhar, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"government_office, point_of_interest, establishment",19.063614899999997,73.1018995,localisy014550,ChIJQ5bEXFfr5zsRQpR09zormLg,,,,,,Government Offices,Taloja
Municipal office and dispensary,"24X2+JGV, Navde, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.049101699999998,73.101304,localisy014551,ChIJ5YnCNADp5zsRxIdPQbw_lIc,,,,,,Government Offices,Taloja
Municipal Office Koyanavele,"34H5+FG3, Unnamed Road, Koyana Velhe, Ghotkamp Koyana Vele, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,2,"government_office, point_of_interest, establishment",19.0786461,73.1088051,localisy014552,ChIJXRnnnhnr5zsRXJVxe-EaBNg,photos\localisy08350_1.jpg,,,,,Government Offices,Taloja
MIDC office,"347C+692, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0630113,73.120891,localisy014553,ChIJ9U2JKQDr5zsRF6Y_d2RyYQA,,,,,,Government Offices,Taloja
Gram Panchayat,"3473+GQM, Pendhar, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 93238 90890,4,2,"government_office, point_of_interest, establishment",19.063845399999998,73.10441709999999,localisy014554,ChIJv25FMRzq5zsRWUN8KQTbimI,photos\localisy08352_1.jpg,,,,,Government Offices,Taloja
Maharashtra Industrial Development Corporation,"CFC Building, MIDC Rd, Taloja, Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Mumbai,Maharashtra,410208,+91 22 2741 1065,,,"government_office, point_of_interest, establishment",19.0611849,73.1163122,localisy014555,ChIJAQDcDorp5zsRe6-VhvK546M,photos\localisy08353_1.jpg,,,,,Government Offices,Taloja
Taloja AV Sub Post Office,"3468+HJ5, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 22 2741 2900,2.4,65,"post_office, shipping_service, finance, association_or_organization, service, government_office, point_of_interest, establishment",19.061394399999998,73.1166131,localisy014556,ChIJobiXC4rp5zsRoxdOYQGKGMQ,photos\localisy08448_1.jpg,,,,,Government Offices,Taloja
Excise Office,"349J+8QC, Mahanagar, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"government_office, point_of_interest, establishment",19.068309499999998,73.1318946,localisy014557,ChIJlemvgizq5zsRFMkx0HUgLIo,,,,,,Government Offices,Taloja
Tempo naka,"33GR+48J, Taloja Phase 1 Rd, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"association_or_organization, local_government_office, government_office, point_of_interest, establishment",19.079709899999997,73.0921489,localisy014558,ChIJpw78iMLr5zsRgNQKYBKG5LY,photos\localisy08356_1.jpg,,,,,Government Offices,Taloja
Deputy Executive Of Micd,"3468+FGF, MIDC Rd, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,1,1,"government_office, point_of_interest, establishment",19.0611849,73.1163122,localisy014559,ChIJATXiDorp5zsRWw2-7Bxr9Fw,,,,,,Government Offices,Taloja
Office of the Deputy Engineer MIDC Project,"First Floor, Office complex, above Bank of Baroda and MIDC, CFC Building, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0610908,73.116216,localisy014560,ChIJHVc04Afp5zsROhUAL3q6t34,,,,,,Government Offices,Taloja
PWD Office,"33G9+6RH, Inampuri, Taloja, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,,,"government_office, point_of_interest, establishment",19.075012299999997,73.0688218,localisy014561,ChIJhZFPCjHB5zsRNMW_zNyQZuk,,,,,,Government Offices,Taloja
PMC-2R Office DFCCIL,"33MP+39W, Taloja Panchanand, Sector 40, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"government_office, point_of_interest, establishment",19.0827414,73.0859935,localisy014562,ChIJr4d-JIvB5zsRUt2YwFCJUIM,,,,,,Government Offices,Taloja
100KV Taloja substation,"347C+692, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0630113,73.120891,localisy014563,ChIJdfLmCwDr5zsRMveAmWhAIw4,,,,,,Government Offices,Taloja
Grampanchyat Taloja Panchanand,"339Q+GQG, Taloje Panchanand, Sector 40, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,4.4,9,"government_office, point_of_interest, establishment",19.068810199999998,73.089446,localisy014564,ChIJmfyCvgfq5zsR-rILEGC9mFM,,,,,,Government Offices,Taloja
Tajoja,"34QG+XWM Exide Battery Company, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"government_office, point_of_interest, establishment",19.089972,73.12729519999999,localisy014565,ChIJQcyMGwDr5zsRAO5-j-C14rY,,,,,,Government Offices,Taloja
CIDCO Pump House Navade,"24X3+JXC, Navde, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"government_office, point_of_interest, establishment",19.0490545,73.1049042,localisy014566,ChIJ50ZMcgDp5zsRertAWQ4NJSc,photos\localisy08365_1.jpg,,,,,Government Offices,Taloja
"OCI ENGINEER , DFCCIL","33MP+3C3, Panvel Rd, Taloja Panchanand, Sector 38, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,4.2,5,"government_office, point_of_interest, establishment",19.0826299,73.0860457,localisy014567,ChIJYQfHuSTB5zsRGrS0YpqEEfk,photos\localisy08366_1.jpg,,,,,Government Offices,Taloja
Taloja Railway Loading Unloading,"Taloja Panchnand, Sector 38, Taloja, Taloja Panchanand, Sector 38, Kharghar, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,3.3,4,"government_office, point_of_interest, establishment",19.079497800000002,73.0881199,localisy014568,ChIJQ76e203r5zsReMyEEjTcVXU,photos\localisy08367_1.jpg,,,,,Government Offices,Taloja
phase 1 taloja,"33JR+MH9, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,2,29,"service, point_of_interest, establishment",19.0816642,73.0914811,localisy014569,ChIJ90SfIwrr5zsR6XOEc9_RWEM,photos\localisy08368_1.jpg,,,,,Government Offices,Taloja
Taloja Transport Control Branch,"333X+5X4, Navde, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0528974,73.0999506,localisy014570,ChIJrc4AovDp5zsRbe2etsyPZ1s,,,,,,Government Offices,Taloja
Taloja Police Station,"3468+H59, MIDC Rd, Near Dena Bank, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 22 2741 2333,,,"police, service, government_office, point_of_interest, establishment",19.061421799999998,73.1154823,localisy014571,ChIJn7jIdYrp5zsRTsSG6viu88s,photos\localisy08461_1.jpg,,,,,Government Offices,Taloja
CENCER WARD OFFICE,"102, RAF Camp Rd, Taloje Panchanand, Sector 38, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.07538,73.08658539999999,localisy014572,ChIJ4ZqACgDB5zsRlEZmylXz0GI,,,,,,Government Offices,Taloja
CIDCO EXPERIENCE CENTRE & SALES OFFICE KHARGHAR NAVI MUMBAI,"Sector 15, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,4,1,"local_government_office, government_office, association_or_organization, point_of_interest, service, establishment",19.0432572,73.08005949999999,localisy014573,ChIJSwPaYQDD5zsR-zRQToJqioE,photos\localisy08372_1.jpg,,,,,Government Offices,Taloja
MSEB TALOJA PHASE 2 SECTOR 18,"347C+692, 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,1,3,"government_office, point_of_interest, establishment",19.0630113,73.120891,localisy014574,ChIJW554FwDr5zsRAhRCrHr1MM8,,,,,,Government Offices,Taloja
Devichapada,"34CV+R2G Water Tank, Devichapada, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,3.8,9,"government_office, point_of_interest, establishment",19.0718875,73.141509,localisy014575,ChIJm3CC48zr5zsRsHM2EkWFqw0,photos\localisy08374_1.jpg,,,,,Government Offices,Taloja
RSS Taloja panchandh metro,"33MV+44R, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0828511,73.0927662,localisy014576,ChIJQYMmdADr5zsRYPbiht2N0tc,,,,,,Government Offices,Taloja
Store Navi Mumbai metro,"33MQ+3XC, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.082693,73.0898765,localisy014577,ChIJ5fgqZwDr5zsRzQi6dLf_mUc,,,,,,Government Offices,Taloja
Maula ali taloja,"3488+QFH, Unnamed Road, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,2,"local_government_office, government_office, association_or_organization, point_of_interest, establishment",19.066929599999998,73.1162239,localisy014578,ChIJ0ULUQ7Lr5zsRS1JKMOOsqIc,,,,,,Government Offices,Taloja
India Post Koyanavele Branch,"34H5+FFW, Unnamed Road, Koyana Velhe, Ghotkamp Koyana Vele, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,3.5,6,"government_office, point_of_interest, establishment",19.0787332,73.1086965,localisy014579,ChIJc_kxQ87r5zsRGO_P03L_bTk,photos\localisy08378_1.jpg,,,,,Government Offices,Taloja
Grampanchayat Office Vavanje,"35Q2+6HP, Wavanje, Taloja, Vavanje, Maharashtra 410208, India",,Taloja,Vavanje,Maharashtra,410208,,4,1,"government_office, point_of_interest, establishment",19.0880816,73.1514519,localisy014580,ChIJ398U3a_r5zsRTErAKU5deMw,photos\localisy08379_1.jpg,,,,,Government Offices,Taloja
RSS Navi Mumbai metro line 1,"33MV+33J, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.082708,73.09263969999999,localisy014581,ChIJkyKgNTXr5zsR8Al4de0tdz8,,,,,,Government Offices,Taloja
Navde Post Office,"24X2+QFW, Next to CANARA BANK ATM, Navde, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,1.8,19,"post_office, shipping_service, government_office, finance, association_or_organization, point_of_interest, service, establishment",19.0494199,73.10111289999999,localisy014582,ChIJ______rp5zsRIfzu08-uO7c,photos\localisy08445_1.jpg,,,,,Government Offices,Taloja
Indian Post ( Sub-Office ),"L-07, Shop No. 05, Sector 22, Taloja Panchanand, Taloja Phase 2, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,2.3,7,"post_office, shipping_service, government_office, finance, association_or_organization, point_of_interest, service, establishment",19.0702371,73.1004695,localisy014583,ChIJFVSFAwDr5zsR0KVVtx6QWyI,photos\localisy08382_1.jpg,,,,,Government Offices,Taloja
Gram Vikas Bhavan,"3328+H74, Sector 21, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,4.1,117,"government_office, point_of_interest, establishment",19.051394,73.0656905,localisy014584,ChIJjVOISh_C5zsRWPd3sv6yyQs,photos\localisy02812_1.jpg,,,,,Government Offices,Taloja
Substations,"2, Tondare, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.073195,73.1376318,localisy014585,ChIJszLoSADr5zsRR_SR9PkzXxI,,,,,,Government Offices,Taloja
तळोजा,"34C8+MXQ, MIDC Rd, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0717039,73.1174916,localisy014586,ChIJC-_jCQDr5zsR6zTksa7l60s,,,,,,Government Offices,Taloja
PTR,"33MQ+2PH, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.0825659,73.0893548,localisy014587,ChIJQWrHNwDr5zsRPVnqsz4uorg,,,,,,Government Offices,Taloja
MSEDCL POWER HOUSE,"Plot No 16/17 Roadpali Sector-20, near opps Platinum aura, Roadpali, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,1.2,22,"government_office, point_of_interest, establishment",19.0369009,73.0920625,localisy014588,ChIJQ8IPKADp5zsR5SrKzNcmMXg,photos\localisy02799_1.jpg,,,,,Government Offices,Taloja
"Plot C22, Taloja MIDC","3468+MHM, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"government_office, point_of_interest, establishment",19.061716699999998,73.1164089,localisy014589,ChIJoY9FeADr5zsRI2jtGrCAWks,,,,,,Government Offices,Taloja
"ADG, office CISF HQ Kharghar","Green Heights, Plot no 19, near Tharwani's Skyview, Sector 35F, Sector 35I, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,3,2,"government_office, point_of_interest, establishment",19.0701426,73.0725369,localisy014590,ChIJny4V5JzB5zsRP3TLkuhlguk,,,,,,Government Offices,Taloja
Panvel Municipal Ward office,"23WC+29M, Kharghar Gram Panchayat Rd, Block G, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,2.8,15,"local_government_office, government_office, point_of_interest, establishment",19.0450834,73.0709085,localisy014591,ChIJpbH-AorD5zsRMzfj2uqFBDs,photos\localisy08482_1.jpg,,,,,Government Offices,Taloja
Taloja CETP,"3437+VR6, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 22 2740 2659,3.8,57,"manufacturer, service, point_of_interest, establishment",19.054657499999998,73.1145283,localisy014592,ChIJbVSOaIzp5zsRBhvoTZ5l8HA,photos\localisy08395_1.jpg,,,,,Utility Services,Taloja
Apex Electric Solutions,"1st Floor, 105 B Wing, Parvati Avenue, Plot No. 73, near Pendhar metro station, Sector 23, Taloja Panchanand, Taloja Phase 2, Taloja, Navi Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Navi Mumbai,Maharashtra,410208,,,,"service, point_of_interest, establishment",19.070675299999998,73.098648,localisy014593,ChIJ_Q4YgXLr5zsR3VhGef6WCFI,photos\localisy08399_1.jpg,,,,,Utility Services,Taloja
MSEDCL Taloja MIDC 1 & 2 ( महावितरण तळोजा 1 & 2),"347F+Q5F, MIDC Rd, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,2.8,21,"corporate_office, point_of_interest, establishment",19.064437899999998,73.1229249,localisy014594,ChIJbzsD7xzr5zsRGPn0ReMBZYM,photos\localisy08401_1.jpg,,,,,Utility Services,Taloja
SK GOLD TALOJA MIDC (SHARUKH),"34HX+W3H, Devichapada, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,2,"service, point_of_interest, establishment",19.0798223,73.1477243,localisy014595,ChIJLzvvFQDr5zsRWH_2xlcFWeo,photos\localisy08405_1.jpg,,,,,Utility Services,Taloja
shouhal enterprisses pvt ltd,"Near ABB Devichapara Road Mumbai, pin code, Tondare, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"manufacturer, service, government_office, point_of_interest, establishment",19.073759799999998,73.1231585,localisy014596,ChIJc_ER8vTr5zsRe6qc5z4sjKY,photos\localisy08406_1.jpg,,,,,Utility Services,Taloja
RK electrical and domestic RO system,"Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 95948 93667,5,2,"electrician, service, point_of_interest, establishment",19.0630113,73.120891,localisy014597,ChIJAzHa7UHr5zsRw7Fhr7mO4QY,,,,,,Utility Services,Taloja
Kharghar navi mumbai,"338P+J3V, Taloje Panchanand, Sector 13, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,5,1,"service, store, point_of_interest, establishment",19.0666048,73.0851847,localisy014598,ChIJw17AIgDB5zsR8YU9R4asHtw,,,,,,Utility Services,Taloja
Msecdl Taloja Phase 2 office Residential,"L/102, Midc Industry Area, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"point_of_interest, service, establishment",19.083460100000003,73.1320454,localisy014599,ChIJTyMMTADr5zsRyQS_YKcM1Fo,,,,,,Utility Services,Taloja
G M Water Solutions,"B51&52, Platinum Spring, Plot No.6 G-20 to 24, MIDC, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 90821 76755,4.2,5,"point_of_interest, service, establishment",19.059127,73.1197196,localisy014600,ChIJWdB1dwnq5zsRhbY_OxLRguc,,,,,,Utility Services,Taloja
Powerica,"B-8, MIDC, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 98210 13074,4,3,"manufacturer, point_of_interest, service, establishment",19.073190699999998,73.11772,localisy014601,ChIJ43UFPh7q5zsR9ZMHQHL7XmM,,,,,,Utility Services,Taloja
Kalpataru Environment & Engineering Services,"3456+CV3, MIDC Rd, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,5,1,"point_of_interest, service, establishment",19.058508,73.11216800000001,localisy014602,ChIJUxY02Irp5zsRdZXoUT9t_OM,,,,,,Utility Services,Taloja
MSETCL 100/22KV SUBSTATION TALOJA MIDC,"348C+8XX, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,3,2,"point_of_interest, establishment",19.065853399999998,73.1224921,localisy014603,ChIJDesiQADr5zsRFSNaANxLN-8,,,,,,Utility Services,Taloja
HIGH POWER -PUMP AND MOTOR,"Gala No:-k12, balaji compund, Tondare, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 98675 48505,5,68,"point_of_interest, service, establishment",19.0709734,73.1286089,localisy014604,ChIJ33neWrvr5zsRI7tA-OscRrg,photos\localisy08426_1.jpg,,,,,Utility Services,Taloja
MIDC WORK ELECTRICITY 🔥,"33HW+QF3, Petali, Taloja Panchanand, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"association_or_organization, point_of_interest, establishment",19.0793841,73.09618300000001,localisy014605,ChIJC4z0TQDr5zsRTbWzxo6pHwg,,,,,,Utility Services,Taloja
ST.MARYS ELECTRICAL TRADING COMPANY,"Balaji Industrial Park, B-18/A, Tondare, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"store, point_of_interest, service, establishment",19.0709046,73.1277008,localisy014606,ChIJpxsbGADr5zsR0G6prrdmxxQ,,,,,,Utility Services,Taloja
St.Mary's Electrical Industries - All types of Electrical Panel boards and Enclosure manufacturers,"Balaji Industrial Park, taluka, Midc Area, Taloja, Panvel, Navi Mumbai, Maharashtra 410208, India",,Taloja,Navi Mumbai,Maharashtra,410208,+91 88795 21387,5,8,"electrician, wholesaler, store, manufacturer, service, point_of_interest, establishment",19.0708984,73.1276129,localisy014607,ChIJi2UFQmnr5zsRKrtgJ1fnpik,photos\localisy08433_1.jpg,,,,,Utility Services,Taloja
Om Sai Ram Cable & Internet Services,"Shop No 4 Plot No 36, Navade Phase 2 Panvel, Office No. 603 Tejas Ganpat Apartment, Navde, Taloja, Navi, Navde, Taloja, Mumbai, Panvel, Maharashtra 410208, India",,Taloja,Mumbai,Maharashtra,410208,+91 92222 45707,4.5,2,"service, point_of_interest, establishment",19.0511354,73.0966019,localisy014608,ChIJ______rp5zsRFgR9iSWyksA,photos\localisy08434_1.jpg,,,,,Utility Services,Taloja
Asian Broadband Service,"At, post, beside Taloja midc, Devichapada, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 99300 37007,3.4,5,"service, point_of_interest, establishment",19.0718875,73.141509,localisy014609,ChIJtZ7XLYLr5zsR5lG0jM02hmY,photos\localisy08439_1.jpg,,,,,Utility Services,Taloja
Gavdevi Broadband Service,"near shree complex society 1st floor room number 1 hedutane kanpoli, Taloja, Hedutane, Maharashtra 410208, India",,Taloja,Hedutane,Maharashtra,410208,+91 86523 73603,4.1,11,"service, point_of_interest, establishment",19.061739,73.135594,localisy014610,ChIJ5YwDb3zp5zsR1Dec6cXLqkc,photos\localisy08440_1.jpg,,,,,Utility Services,Taloja
DATTA ELECTRICALS,"Plot no.9, Hansdhuan Grahusankul, Sector 15, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,+91 97022 47410,4.2,6,"electrician, service, point_of_interest, establishment",19.0372688,73.0973686,localisy014611,ChIJZy0C7ETp5zsRMscxxZp7T6M,,,,,,Utility Services,Taloja
RENEWSYS INDIA PVT. LTD.,"Additional, Industrial Area, Plot No. E-141, MIDC Rd, Patalganga, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 88504 11080,5,12,"service, point_of_interest, establishment",19.0723776,73.11760919999999,localisy014612,ChIJO5Lk0q_r5zsRxLJIqd4fSoU,photos\localisy08445_1.jpg,,,,,Utility Services,Taloja
Mahavitaran Office,"Taloja Jail Rd, Sector 35-I, Kutak Bandhan, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,2.4,59,"corporate_office, point_of_interest, establishment",19.074007299999998,73.0732658,localisy014613,ChIJ0aNlL-_B5zsRGZ7ENZlJIto,photos\localisy08446_1.jpg,,,,,Utility Services,Taloja
Aqua care filtration,"shop no.13, vijay lake view society, near pethali bus stop setor 7, taloja phase 1, dist, Petali, Taloja Panchanand, tal, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,,,,"service, point_of_interest, establishment",19.0772488,73.09411469999999,localisy014614,ChIJyVwrF43r5zsRBHzUs9LfhAE,photos\localisy08447_1.jpg,,,,,Utility Services,Taloja
Kharghar Sewage Treatment Facility,"23RJ+V39, Sector 19 Rd, Sector 15, Kharghar, Panvel, Maharashtra 410210, India",,Kharghar,Panvel,Maharashtra,410210,,4.3,17,"manufacturer, service, point_of_interest, establishment",19.0421627,73.08022319999999,localisy014615,ChIJmdOwlQ7C5zsRitPtCTf2TYU,photos\localisy08450_1.jpg,,,,,Utility Services,Taloja
Guru Darshan Transport Co. Taloja Navi Mumbai,"Navde, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 76664 42125,4.2,31,"transportation_service, point_of_interest, establishment",19.048754,73.10146700000001,localisy014616,ChIJbTYbNwLq5zsRcAKuDwToZUY,photos\localisy08395_1.jpg,,,,,Public Transport,Taloja
BMTC TRANSPORT CO,"Welcome Hotel, Shop No.1, Panvel Rd, opp. Pancharatna Hotel, Mumbra, Navda Phata, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 79883 49167,4,19,"transportation_service, point_of_interest, establishment",19.0579152,73.0967258,localisy014617,ChIJqzusx9jp5zsRCZYYeJnWuUU,photos\localisy08453_1.jpg,,,,,Public Transport,Taloja
Patil Transport Service,"L-52, MIDC Rd, Tondare, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 88790 41003,4.2,9,"transportation_service, point_of_interest, establishment",19.0795156,73.1323989,localisy014618,ChIJ2zHScDPq5zsRNDMDDBUPsGc,photos\localisy08456_1.jpg,,,,,Public Transport,Taloja
Associated Road Carriers Limited,"PAP-39, NEAR MASTER LIFTERS NEAR JAI MATA DI HOTEL OPP. BIRLA RESEARCH CENTRE MIDC TALOJA DIST, Taloja, Panvel, Maharashtra 410208, India",,Taloja,Panvel,Maharashtra,410208,+91 22 2741 0736,3.2,11,"transportation_service, point_of_interest, establishment",19.058051499999998,73.1046367,localisy014619,ChIJfeC8ZPbp5zsRI_yGlxti4jo,photos\localisy08457_1.jpg,,,,,Public Transport,Taloja
Taloja Phata,"Sector 23, Kalamboli, Panvel, Maharashtra 410218, India",,Roadpali,Panvel,Maharashtra,410218,,3.9,10,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment",19.032252000000003,73.086595,localisy014620,ChIJ489gAXXC5zsRgINzWzierFU,photos\localisy08458_1.jpg,,,,,Public Transport,Taloja
